"AccountEnabled","DeviceId","DeviceOSType","DeviceOSVersion","DisplayName","DeviceTrustType","ApproximateLastLogonTimeStamp"
"True","47ef4ea6-c83d-4b23-b523-8425bf23da24","Android","10","HUAWEIELE-L04","Workplace","2/8/2021 18:58:18"
"True","1aeb25f7-9430-4a53-b3b5-945519073190","Windows","10.0.19042.1288","PMSCYUL1PLAP363","ServerAd","12/5/2021 19:43:41"
"True","80eac025-f209-46e8-9a11-1ae2ff0f9f07","IPad","13.4.1","Lourdes?s iPad","Workplace","5/23/2021 05:02:06"
"True","318c3029-e0a9-48b6-be84-275956fd9721","Windows","10.0.17134.648","PMSCYUL1PLAP761",,
"True","df43c211-cc37-4acd-8585-4c074c995f96","IPhone","12.4.9","rropot?s iPhone","Workplace","2/9/2021 07:01:44"
"True","a30a6a2b-e9cc-446d-a36e-1bf66afbcb08","Windows","10.0.17134.1792","PMSCYUL1PLAP008","ServerAd","11/7/2020 17:52:18"
"True","05dd2c75-39eb-45c9-901d-a603b2482879","Windows","10.0.17134.829","PMSCYUL1PLAP425",,
"True","9685f501-31d4-42be-b879-83935820e7fb","IPhone","14.2","Isabelle?s iPhone","Workplace","11/22/2020 07:50:59"
"True","e9e5cabf-7f85-49da-8793-7dc59930e9af","Windows","10.0.19044.1466","PMSCYUL1PLAP083",,
"True","8719dde3-e9a5-413a-a1b6-32a1a0d5f721","Windows","Windows 10","Windows-Phone","Workplace","5/6/2019 23:34:02"
"True","aa03e3c4-3225-404a-94c3-0e4a96648070","Windows","10.0.18363.1854","PMSCYUL1PLAPA09","ServerAd","12/13/2021 17:00:11"
"True","5b4badb9-1c86-487d-ad91-6fa7bd4bb4cc","Windows","10.0.19042.1348","ELPAPE-PC",,
"False","c5c9ac8e-323e-48f5-809a-31f76ec36301","Windows",,"PHAPRXZERTAPP1","ServerAd",
"True","82f26786-05af-4809-ab93-cb40cdc87146","Windows","10.0.19042.1110","PMSCYUL1PLAPXX3","ServerAd","9/30/2021 12:34:58"
"True","d546fab2-a868-4e73-9dfe-20ecab2aa33f","Windows","10.0.18363.1916","PMSCYUL1PLAP667","ServerAd","11/18/2021 17:50:57"
"True","58e039f4-9321-4039-9956-22e9997bd0f4","IPad","13.5.1","Rouguietta?s iPad","Workplace","1/6/2021 10:18:24"
"True","50e8f261-36cc-4cab-bec6-28b4cf732a58","Windows","10.0.19043.1083","PMSCYUL1PLAP480","ServerAd","8/9/2021 14:44:26"
"True","b00fa960-2f16-42ba-bbce-c0e956f449b0","IPad","14.2","iPad (4)","Workplace","12/31/2020 16:27:56"
"True","345c3acd-16b2-46c2-889a-0e04e710ae5b","Android","10","HUAWEIEML-L09","Workplace","2/28/2021 10:00:05"
"True","17257265-1665-4c6a-987c-145d340208ce","IPhone","14.2","Marc-Andr?","Workplace","12/8/2020 17:30:02"
"True","22da5372-1bb3-435d-b3eb-3c47292591f9","Windows 10 Enterprise","10.0 (15063)","LAPROY-6GP9ZF2","ServerAd","9/19/2018 12:47:58"
"True","8c3ccaba-90bc-46c7-bb6e-5bdc82d1fbc1","Windows","10.0.15063.0","PMSCYUL1PLAP324","Workplace","7/24/2018 17:36:10"
"True","92b8b8de-8341-4fcc-878a-9ff8ae447287","IPhone","13.5.1","Allison Seller iphone","Workplace","7/20/2020 03:28:24"
"True","1a9d26af-7a42-4a36-b8c1-60806aafb17b","IPhone","12.0.1","User deleted for this device","Workplace","3/13/2019 09:30:13"
"True","1af5052c-3a1f-4df9-ad85-cb93133d8ae5","Windows","10.0.15063.0","PMSCYUL1PLAP056","Workplace","3/13/2018 02:43:41"
"True","f491ba39-572f-4b55-a2b7-bae70c3822f0","Android","10","samsungSM-T500","Workplace","5/29/2021 00:04:06"
"True","57dc29c0-5762-49a5-bcfc-cf6e6c77d917","Windows","10.0.18363.1621","PMSCYUL1PLAP276","ServerAd","11/8/2021 05:12:12"
"True","15a3cc5d-fdf3-49b5-b198-41c35a6ebfcd","IPhone","13.6","iPhone de Vincent","Workplace","8/18/2020 14:38:04"
"True","819aead5-8ce0-4525-96ec-f1ad4b34a115","Windows","10.0.18362.0","R4F431","Workplace","1/29/2021 21:38:18"
"False","5cfb4cea-b79f-43a1-962c-3fb79d4bbd50","Windows","10.0.19042.928","PHRDVXLABWIN3","ServerAd","5/18/2021 00:35:43"
"True","acb90d14-b0df-4cae-b69b-ccd68bcd5c64","Windows","10.0.17134.1246","PMSCYUL1PWKS022","ServerAd","2/5/2020 08:19:10"
"True","d7acd2e5-68ee-47f1-a133-83efa2efe696","Windows","10.0.17134.1304","PMSCYUL3PWKS013","ServerAd","2/10/2020 01:35:06"
"True","7ba15309-23d8-437f-baba-23918ed1e9a7","Windows","10.0.19041.1052","DESKTOP-SUG47HV",,
"True","8a15ed5b-ffc2-493c-9e31-9ecfcd805381","Windows","10.0.19042.1466","LENOVO-PHETU",,
"True","4ca57113-0d88-4d7a-9b01-1510e16905f0","Windows 10 Enterprise","10.0 (17134)","PMSCYUL1PWKS140","ServerAd","3/2/2020 17:58:11"
"True","1b469010-fc95-40e3-ba60-19dbc1b5676c","Windows","10.0.15063.0","PMSCYUL1PLAP645","Workplace","10/17/2018 17:22:29"
"True","d95070e6-dcaf-4395-b757-8214b3c0fff1","IPhone","13.7","Dave?s iPhone","Workplace","10/23/2020 02:27:35"
"True","c9209735-1ac1-4539-8e0e-4fd59c35f751","Windows","10.0.19042.1237","wvdpoc-2","ServerAd","10/15/2021 13:28:38"
"True","b852d407-64f9-4f40-9ef3-387c7e9891ec","IPhone","14.2","Christian?s iPhone","Workplace","12/12/2020 11:29:19"
"True","c577ceaa-b8d8-4d37-bdb2-2ed50b15ccdf","Windows","10.0.15063.0","PMSCYUL3PLAP083","Workplace","9/5/2018 20:26:42"
"True","3fbcadef-fd40-4d1b-a1fb-7c26c27a3ba1","IPhone","14.2","iPhone","Workplace","12/30/2020 07:30:41"
"True","aba68697-2f2a-4ee5-94fc-8a4878092ea6","Android","9","PolyPolyTC8","Workplace","12/16/2021 00:58:34"
"True","c80eccda-0d28-4db7-9079-8200dd1fcbe2","Windows","10.0.15063.0","PMSCYUL1PLAP064","Workplace","4/3/2018 00:58:07"
"True","df0cf078-38eb-4a1e-9294-48c3e7e99790","Windows","10.0.15063.0","PHARMAS-1PV63QI","Workplace","3/2/2018 14:03:45"
"True","8d56c77e-c99e-4d7c-b31b-a8fde6bc8a4e","Windows","10.0.19042.1237","PMSCYUL3PWKS070","ServerAd",
"True","f2051417-43c7-46bc-8e0c-502caa01a39e","Windows","10.0.19042.928","LAPTOP-N1612GB1","Workplace","4/13/2021 10:42:09"
"True","f352b0c1-0f4f-4741-9716-06c90f81c473","IPhone","14.6","iPhone","Workplace","7/25/2021 14:33:17"
"True","db6992f5-2f40-44c3-9585-aea609941800","Windows","10.0.19043.1466","PMSCYUL3PWKS059","ServerAd","2/13/2022 14:31:45"
"True","56592e4e-4a82-47cb-a1ec-2a84fbcb567d","iOS","14.3","iPhone (3)","Workplace","5/12/2021 19:34:52"
"True","4c16425e-b345-4444-aa18-475652bca5c0","iOS","14.3","Hasti?s iPhoneX","Workplace","9/14/2021 13:54:06"
"True","3732f021-bd9c-48b0-a3ff-654488ee71fc","IPhone","15.1","iPhone de Fatim Zahra",,
"True","9636f732-c5cd-47dd-9d60-555826c05550","Android","9","HUAWEIANE-LX3","Workplace","11/21/2020 17:04:30"
"True","f7b0512a-52b9-4194-8768-3d2d19511410","Windows","10.0.18362.0","DESKTOP-0IOMUE0","Workplace","11/18/2020 17:48:36"
"True","273802d0-b5f5-48b8-accf-c5a8e133844e","Windows","10.0.18363.900","PMSCYUL1TLAP000","ServerAd","10/12/2021 04:39:03"
"True","afbefeb0-4183-4e1a-8e93-c14f36385e22","iOS","14.3","franco&apos;s iPhone","Workplace","2/18/2022 13:46:09"
"True","e3a2d1c8-ed99-4e95-a9a0-ee04861e3953","IPhone","13.3.1","Sylvain iPhone Pendo","Workplace","7/14/2020 15:08:30"
"True","d9ae0031-1644-402a-b5e8-fcdba6867974","IPhone","12.1.4","Valerie's iPhone","Workplace","3/7/2019 00:34:19"
"True","7cae668d-6ba5-4613-91c6-7061f199f585","IPhone","12.4.1","iPhone","Workplace","9/2/2019 09:29:37"
"True","ef77688f-47cb-44e0-ae05-68712036a591","IPhone","12.4","dportugais_IPhone_8/1/2019_12:36 PM","Workplace","11/4/2020 01:36:59"
"True","c02f2093-1c23-478a-ba76-558a3c8faad6","iOS","13.5.1","iPhone","Workplace","7/27/2021 12:33:04"
"True","5f6228c1-80ca-4752-86f1-1e7aae90413a","IPhone","12.3.1","clauzon?s iPhone","Workplace","8/23/2019 09:30:40"
"True","ff6a9e49-38f3-4980-ad85-4106202cd499","Windows","10.0.19043.1237","ps-wvd-ms-2","ServerAd","10/10/2021 19:42:55"
"True","ab99018a-999a-4be1-84f4-1523f242f146","Windows","10.0.19041.804","PMSCYUL4PWKS019","ServerAd","3/15/2021 10:19:25"
"True","a26a88b2-c8c3-48e6-a1ab-7c81d9464148","IPhone","13.3.1","JJ","Workplace","3/22/2020 16:29:30"
"True","abf1696b-ed24-47b1-ae05-2bebfb4c9f51","Windows","10.0.18363.900","PMSCYUL1PLAPA56","ServerAd","9/14/2020 05:53:45"
"True","0ed40ce0-f627-4e9a-b208-8acf48e5817c","Windows","10.0.18363.0","DESKTOP-B3J0M4T","Workplace","10/18/2021 23:28:46"
"True","e8233c1f-6f24-4517-853b-0a685b4fc38b","IPhone","13.5.1","adubord?s iPhone","Workplace","5/10/2021 13:55:42"
"True","e889eef0-f81e-4663-a343-6e2560f2ff24","IPhone","14.4.2","iPhone","Workplace","6/30/2021 13:42:47"
"True","6eb2e972-88e9-41f5-98cf-87fd15be6278","Windows","10.0.19042.1110","TEGUAR-056","ServerAd","7/30/2021 12:24:37"
"True","33113cc9-da3f-4769-b987-387746778357","Windows","10.0.19041.928","PMSCYUL1PLAP200","ServerAd","4/13/2021 04:17:57"
"True","a77ef572-5a17-4284-9b5f-31ffe437a87b","Windows","10.0.15063.0","PMSCYUL1PLAP817","Workplace","11/8/2018 21:52:48"
"True","ae8d5037-645d-4d81-b557-d1ff34d59a5b","Windows","10.0.19042.1237","Teguar-026","ServerAd","2/3/2022 21:30:09"
"True","604d5351-1cae-4a87-99c3-0fd1bbd98a15","IPhone","12.4.4","iPhone de Jean-Francois","Workplace","1/23/2020 01:35:08"
"True","5407cf46-3f8d-4cb3-ba86-c5e563cf6b0b","Windows","10.0.19041.450","PMSCYUL1PLAP137","ServerAd","8/19/2021 16:59:58"
"True","efb59a49-44c3-4233-850d-9abef205aaf7","Windows","10.0.15063.0","PMSCYUL1PLAP557","Workplace","10/2/2018 21:03:10"
"True","6a27b02d-01e3-4b64-b4c2-60bb8656858a","IPhone","12.3.1","Bug Off","Workplace","8/5/2019 07:32:37"
"True","eba55070-189c-46bd-8e0e-31b46921b286","Android","8.1.0","CONFCARART_Android_2/28/2022_1:41 PM","Workplace","2/28/2022 13:41:09"
"True","9765360f-b6dd-4b30-b246-33e06f1e168c","Windows","10.0.19043.1288","PMSCYUL1PLAP493","ServerAd","10/27/2021 19:24:48"
"True","a436b5a9-64e2-46da-8367-9d0c0105b004","Windows","10.0.19042.630","DESKTOP-ETABG0L","Workplace","11/30/2021 00:18:43"
"True","da0040a9-97f4-4d63-b72b-2397720dda8f","IPhone","10.3.3","Denis?s iPhone",,
"True","3e948e19-e5f3-4d3c-9ffa-e9855fc00371","IPhone","12.4.9","Louise Work","Workplace","12/11/2020 03:29:59"
"True","7f607882-4b5b-4cb5-8861-d63c3d025639","Windows","10.0.17134.1792","PMSCYUL1PWKS068",,
"True","78c28cb8-2177-4f53-bf46-b5b6a6146969","IPhone","13.4.1","Madeleine?s iPhone","Workplace","6/22/2020 13:28:18"
"True","06426026-51a1-4319-9957-4fe4ec29b411","Windows","10.0.19042.870","PMSCYUL3PLAP195",,
"True","3b5e3b5a-ae6a-42c2-8194-fad3ded9198f","Android","9.0","ConfRMSynergie_Android_2/16/2022_7:52 PM",,
"True","1d6d1d77-f047-41c9-add5-7c4555adedd0","IPhone","12.3.1","User deleted for this device","Workplace","8/13/2019 05:29:31"
"True","60f3df0d-c2d3-4f94-957d-039c664bae3e","Windows","10.0.15063.0","PMSCYUL1PLAP398","Workplace","8/2/2018 13:48:00"
"True","8b6cf1ce-2582-46a1-a603-079e23de6094","Windows","10.0.19042.928","TEGUAR-007","ServerAd","11/30/2021 13:11:39"
"True","c57c6463-4d7c-4d0b-b941-de9d66b5f932","Windows","10.0.19043.1645","DESKTOP-EO5C7Q2",,
"True","3710cecf-ee22-4ef0-89e7-63235c160cde","Android","8.0.0","samsungSM-G930W8","Workplace","11/7/2021 22:40:12"
"True","1b920c36-72b7-4d66-87a7-230040cb6ce2","IPhone","14.6","Nick?s iPhone",,
"True","626b17e9-3dd1-402c-9a27-efec34cfb924","Windows","10.0.15063.0","PMSCYUL1PLAP053","Workplace","5/9/2018 15:57:29"
"True","672ab708-1484-445f-a081-c103ff89af4e","Windows 10 Enterprise","10.0 (15063)","PMSCYUL4PLAP002$","ServerAd","10/5/2018 06:42:23"
"True","a63ec17a-00b2-4068-a3d1-2b3f61097ce3","Windows","10.0.19041.450","PMSCYUL1PLAPB13","ServerAd","10/18/2021 19:28:16"
"True","5c02c31d-a234-4f3b-a73a-ce7d711bd016","Windows 10 Enterprise","10.0 (17134)","PMSCYUL1PLAP302","ServerAd","11/14/2018 12:46:12"
"True","328692e7-e395-432c-803f-5ffe91b61ffa","IPhone","14.3","iPhone","Workplace","2/13/2021 12:01:47"
"True","2552716b-ce9f-46f8-9126-90b96304270e","Android","11","GooglePixel 3","Workplace","11/21/2020 02:29:42"
"True","d44f0d8f-40d1-4e1c-87cb-b0f970566514","IPhone","12.4","iPhone","Workplace","12/8/2019 08:27:12"
"True","edae32cc-a2dd-4e54-9032-95863610fb74","Windows","10.0.17134.523","PMSCYUL1PLAP262",,
"True","08f8d11b-276e-4576-831a-1655da2b0bdf","Windows","10.0.19043.1645","PMSCYUL1PLAP442",,
"True","1b45976e-4d23-4f8b-92b0-e905449ac5a0","Android","10","samsungSM-A705W","Workplace","11/18/2021 01:21:42"
"True","fa3adbed-7cff-4ba3-82df-c8f056e30bc8","Windows","10.0.17134.765","PMSCYUL1PLAP267",,
"True","a56d69cc-a009-4017-b933-f51eea8ff1af","Windows","10.0.18362.1256","CAN-TABLET2","ServerAd","4/15/2021 17:48:51"
"True","4612f4a5-c899-4cb0-9a64-d40b7a096c62","Android","10","HUAWEILYA-L0C","Workplace","2/18/2021 13:12:35"
"True","a47020f6-5740-4348-8fe2-077ee704576e","Android","11","GooglePixel 3a XL","Workplace","12/5/2020 14:34:10"
"True","f2aac94c-09ad-4908-b2ea-9ce88ea5aed1","Windows","10.0.19042.1348","PMSCYUL1PLAPC09","AzureAd","11/12/2021 18:44:47"
"True","8041c8ef-119e-4ba7-8a9c-579ce29af223","Windows","10.0.17134.590","PMSCYUL1PLAP583",,
"True","0f7e60e5-5b38-4a7f-8c84-0f5aee01f545","Windows","10.0.17134.523","PMSCYUL1PLAP209",,
"True","dca47d3d-9ab8-4f2b-bbd6-0dccfe9ea7cf","IPhone","14.2","iPhone","Workplace","12/13/2020 02:28:38"
"True","9f805851-2a1a-4685-9569-e1432d1548ea","Windows","10.0.19044.1469","PMSCYUL3PLAP215","ServerAd","1/19/2022 19:21:56"
"True","4b355855-2b3a-4bfa-9c5d-c1ba444a5e32","IPhone","12.4.9","Bocar's iPhone","Workplace","12/9/2020 16:29:42"
"True","f373d0d4-99e8-4fb8-ba6c-9e81f13a2aa7","IPhone","13.3.1","iPhone","Workplace","11/24/2020 18:28:23"
"True","9fbfa335-4637-4638-833e-c01a62e41192","iOS","14.4","iPhone de abdel","Workplace","1/18/2022 03:52:22"
"True","20365f52-cced-4654-9fc6-b939c0e75bc7","IPhone","12.3.1","Ann?s iPhone","Workplace","7/6/2019 19:29:46"
"True","035dca12-350f-407c-beef-90933f87b716","IPhone","12.4.1","iPhone","Workplace","9/24/2019 02:30:48"
"True","a15c3b71-d629-4447-a2d4-3a1d1d3e4c18","IPad","11.2.2","AKMAL?s iPad","Workplace","3/21/2019 08:32:47"
"True","1db2c842-186a-4d36-b691-b6dc06db2591","IPhone","12.1.4","iPhone","Workplace","4/2/2019 02:28:10"
"True","8ce0fbcd-ad12-4130-8347-037b9764d1da","IPhone","13.7","iPhone de Francesca","Workplace","12/7/2020 07:27:31"
"True","8e28e9c1-ad05-474d-a046-49767d34c807","IPhone","13.7","iPhone de Genevieve","Workplace","1/13/2021 18:27:58"
"True","5248bc7d-cbf3-477e-baee-340f448af282","Android","9.0","ConfRMExcellence_Android_2/16/2022_9:00 PM",,
"True","0fd07abb-9539-448c-b89a-594c21987155","Windows","10.0.19044.1503","HASSAN","Workplace","2/26/2022 09:51:23"
"True","12c5c00f-6df0-4ef8-9b98-85aba81532c8","Windows","10.0.18363.0","MI-SURFACE","Workplace","12/26/2020 13:46:31"
"True","a65cc863-88c1-4f77-bc3e-3b40a2ec0727","IPhone","12.4","Admin?s iPhone","Workplace","11/20/2019 20:28:17"
"True","eaba708d-b3da-4f2c-815a-da28da854912","Windows","10.0.17134.765","PMSCYUL1PLAP272",,
"True","7972b7f3-eeb4-4aa2-a68d-ee9aaabe2369","IPhone","14.2","iPhone de Julie",,
"True","19b6804b-4ea3-4b40-9970-26f7cfe50c34","iOS","14.2","iPhone","Workplace","9/26/2021 21:30:42"
"True","27499d3d-a41c-46d0-9faf-f1cf78002c8f","IPad","13.3.1","Lisa's iPad (2)","Workplace","3/10/2020 18:37:37"
"True","9ff7084d-54e0-41f9-8ddb-e518519c0e4a","Windows","10.0.17134.112","PMSCYUL1PLAP209",,
"True","4b98820f-db59-4eb6-9730-0dd7b87be5ac","Windows","10.0.15063.0","PMSCYUL1PLAP704","Workplace","10/29/2018 13:07:25"
"False","6476d3a3-3a0a-455c-9308-a859c406bf18","Windows",,"CAPTURE-602JQSB","ServerAd",
"True","36bc3182-24c2-4771-afd5-015b42c6cf8f","Windows","10.0.19041.985","PMSCYUL1PLAPA36",,"5/13/2021 23:33:39"
"True","ded1c731-635d-446d-8dfb-a19e39a89faa","IPhone","14.3","Pentium 4?s iPhone","Workplace","1/26/2021 03:01:28"
"True","160500ad-042b-469c-a835-2fb83f85ccae","Windows 10 Enterprise 2016 LTSB","10.0 (14393)","LACEEMP3-1","ServerAd","5/14/2019 20:27:12"
"True","9f8198ad-fb16-4ba5-8837-45c785c9e7a4","Windows","10.0.15063.0","PMSCYUL1PLAP755","Workplace","5/7/2018 12:51:09"
"True","529bc40e-218f-4e5d-ba4f-b3904f585ac6","Windows 10 Enterprise","10.0 (15063)","PMSCYUL1PLAP625","ServerAd","6/21/2021 12:56:47"
"True","916a90cb-f33c-4070-a3ff-acf5207337b7","Windows","10.0.15063.0","P488EB3018-L212","Workplace","10/5/2017 14:56:02"
"True","9a843f0d-33ea-4f81-a7e9-775c5e691e64","Windows 10 Enterprise","10.0.19042.1237","PMSCYUL3PWKS074","ServerAd","11/22/2021 08:14:31"
"False","c0455ea6-172e-46d7-ba7c-7fd7b3ba7459","Windows","10.0.17134.1304","PMSCYUL1PWKS004","ServerAd","12/14/2020 15:45:17"
"True","0a89e7e9-d7c3-47e6-94e8-dc52ce6ba499","IPhone","12.3.1","Jean-Michel?s iPhone","Workplace","10/25/2019 14:29:56"
"True","fcf7fa75-9334-4f86-a47c-63503040ab3b","IPhone","12.4.8","iPhone",,
"True","96bace7f-efde-4cf3-9426-1299bc5f4b19","IPhone","13.1.2","Karim?s iPhone","Workplace","3/28/2020 04:26:28"
"True","7048346c-7893-4200-adc1-9f775a6fa5a4","Windows","10.0.18363.0","FXSU-0234","Workplace","9/22/2020 07:26:15"
"True","17c77ee9-342a-44cd-a435-b76a6f5368fb","IPhone","13.2.2","Stephane?s iPhone","Workplace","11/9/2019 07:29:17"
"True","00ce110a-345a-443e-8188-d2550bf093a9","IPhone","14.2","Patrick?s iPhone","Workplace","2/26/2021 19:29:55"
"True","fdf399d0-4db5-4e16-ad8b-2f124d013fcb","IPhone","12.1.3","Debby?s iPhone","Workplace","5/20/2020 20:23:15"
"True","abac2678-2fc8-4b69-9063-eac9fa11dbb7","Windows 10 Enterprise","10.0 (17134)","PMSCYUL1PWKS015","ServerAd","6/22/2019 00:50:12"
"True","184faceb-55bc-4471-8576-ec3325653460","IPhone","13.3","Jessica?s iPhone","Workplace","3/16/2020 21:27:49"
"True","14a8beaa-baa6-4338-90e8-c2af89a918e5","Windows","10.0.17134.1425","PMSCYUL3PLAP017","ServerAd","5/6/2020 23:41:13"
"True","65223e36-22eb-4c9d-b4ac-fe74a796212e","IPhone","13.5.1","Louise-Marie Parenteau","Workplace","7/3/2020 02:27:38"
"True","ff7ef085-d6bb-47ac-abab-eaf610760169","Windows","10.0.15063.0","PMSCYUL1PLAP571","Workplace","10/22/2018 13:24:32"
"True","687f5c39-0083-4f94-9848-905e283aca44","IPad","13.3.1","Joel's iPad","Workplace","2/22/2020 05:39:32"
"True","cf545bc5-bbf0-4278-8b95-3d7bfbe80898","IPad","14.8.1","Marc?s iPad",,
"True","013392a2-91c3-46a9-a8b8-3eef238f82cf","Android","10","samsungSM-G960W","Workplace","11/20/2020 21:56:29"
"True","2556b237-fbb8-466a-bd25-f51f4b525b6b","IPhone","13.3","iPhone","Workplace","2/12/2020 06:39:39"
"True","cdf8aebb-dbe2-485e-bc3e-18649b8769aa","IPhone","14.4","Nathalie?s iPhone",,
"True","2cdd9346-084f-4a92-9580-7caebc0c5ae5","Windows","10.0.17134.706","PMSCYUL1PLAP607",,
"True","0428d30e-ce9d-47e3-aa7d-01e8c21b8cbf","Windows","10.0.19041.630","PMSCYUL1PLAP974","ServerAd","4/12/2021 19:12:13"
"False","4351f408-d900-4f45-8301-f59930a6ff78","Windows","10.0.19041.508","DESKTOP-5TFEJC3","Workplace","9/14/2020 01:24:05"
"True","5fa75d6e-2d82-4637-b14e-932505328bb2","Windows","10.0.15063.0","PMSCYUL3PLAP079","Workplace","10/29/2018 12:27:06"
"True","96b366a3-b000-4f4f-9235-292ce873b615","Windows","10.0.19042.746","DESKTOP-N1UQD8N","Workplace","6/10/2021 14:59:38"
"True","f6b6c0f3-d342-45d9-a9f9-788f596caba0","IPhone","12.4.1","Marianne?s work phone","Workplace","8/9/2020 13:27:32"
"True","c1b7608f-ecf0-4151-99e9-067301a8bdd3","Windows","10.0.18363.1082","DESKTOP-8IB88H5","AzureAd","11/23/2021 13:21:39"
"True","d2a9385a-c1ba-415d-bac1-51478bee3b87","Windows","10.0.15063.0","PMSCYUL1PLAP223","Workplace","6/18/2018 12:21:40"
"True","b0270e91-9473-4f03-950f-141fd67dda57","IPhone","14.2","smahesh_IPhone_4/21/2021_5:25 PM","Workplace","4/8/2021 12:03:43"
"True","e1fac77c-5c3c-47f4-9bb6-9468ea62aef9","Windows","10.0.19041.1415","PMSCYUL1PLAP859","ServerAd","3/3/2022 14:58:34"
"True","cb917b4e-02a4-4508-9412-ae36679f13ec","IPhone","14.5.1","iPhone de Vincent","Workplace","5/16/2021 00:33:06"
"True","5bd07e3a-ae8e-472e-bccf-55a93a02d28b","Windows","10.0.15063.0","PMSCYUL1PLAP465","Workplace","10/9/2018 12:45:29"
"True","8c374737-8b15-4e1a-bc56-d0dde0af56f7","IPad","13.4.1","Lorna?s iPad","Workplace","5/8/2020 16:41:48"
"True","e4d48e78-d23e-4165-ad82-1a91d15d386c","Windows","10.0.15063.0","PMSCYUL1PLAP515","Workplace","6/1/2018 11:42:29"
"True","7e47259f-2c7e-4f07-99af-f1c9a0f3edd7","Windows","10.0.15063.0","PMSCYUL1PLAP896","Workplace","3/25/2019 16:40:42"
"True","227aae54-08f6-45c5-a526-76d54e6eb1d1","IPhone","15.4.1","iPhone",,
"True","d10d2231-2bd4-4e82-9d89-1a85006391ff","Windows","10.0.19044.1348","DESKTOP-MACL473","AzureAd","12/12/2021 23:18:07"
"True","56f6d086-d4da-45a4-9f8f-bcd8fd4678c7","Windows 10 Enterprise","10.0 (15063)","PMSCYUL1PLAP925","ServerAd","3/7/2019 18:56:55"
"True","11dbefb8-1cd7-4093-868a-29b8768c6edf","Windows","10.0.16299.726","PMSCYUL1PLAP566",,
"True","9b081fc4-ab80-4b03-932a-191d4d0ed60a","Windows","10.0.17134.112","PMSCYUL1PLAP431",,
"True","710c54ce-3612-4816-a327-a853394e6a29","Windows","10.0.15063.0","LR-5CG7112DBX","Workplace","1/11/2018 15:52:01"
"True","444ffe82-2506-46f6-9446-09ebc764e48f","IPhone","14.8","iPhone","Workplace","10/21/2021 06:36:07"
"True","de71ea12-75b3-418a-820a-df69463d1b39","Windows","10.0.19042.1237","PMSCYUL1PLAP00",,
"True","f09cb428-5c4c-4c48-8f9f-64e859b5de93","Android","7.0","samsungSM-A520W","Workplace","1/26/2021 19:37:36"
"True","32d4843f-a074-4374-9147-7b7cda91b159","Windows 10 Enterprise","10.0 (15063)","PMSCYUL1PLAP919","ServerAd","3/7/2019 18:57:41"
"True","a623f72a-7162-4146-b7ee-c1ff36e6da47","iOS","14.3","iPhone","Workplace","7/22/2021 11:07:18"
"True","a4036465-eb82-4f8d-aaee-858950bf58af","Windows","10.0.19043.1706","PMSCYUL3PLAPA12",,
"True","3c9638d2-204b-4862-96e6-ccb0fecbd7cf","IPhone","12.3.1","Paola PMS","Workplace","9/4/2019 20:51:02"
"True","c761d6fb-7c9d-487e-9fb8-816a898218a3","Windows 10 Enterprise","10.0 (17134)","PMSCYUL1PLAP633","ServerAd","11/4/2019 15:14:28"
"True","0d7be753-a252-46f7-af88-789e9a7d6099","IPad","12.3.1","Caroline's iPad","Workplace","7/26/2019 21:31:30"
"True","dcb26cc5-283f-4413-82d3-131449388467","Windows","10.0.17134.112","PMSCYUL1PLAP397",,
"True","f7873461-3cff-4be1-aa8b-cb5d78585ce5","IPhone","12.4.1","Romana Andreea?s iPhone","Workplace","10/29/2019 19:59:56"
"True","ca30c839-8ddc-492d-9a63-4b1368888fd2","Android","9","HUAWEICLT-L04","Workplace","11/10/2020 21:06:32"
"True","d01da391-2c19-4437-8afe-93f627945754","IPhone","13.7","Janet's iPhone","Workplace","10/26/2020 22:18:45"
"True","3a7ddade-dfcd-40a1-b046-203777c0f2a3","Windows 10 Enterprise","10.0 (17134)","PMSCYUL3PWKS007","ServerAd","2/18/2020 13:04:32"
"True","efc61458-d4be-4478-bfe6-520874ba31bf","Windows","10.0.15063.0","LR-5CG7264X6D","Workplace","10/11/2017 21:26:34"
"True","ce4c1e24-b0f5-472f-928f-ebae05c4491a","IPhone","13.3","iPhone","Workplace","2/10/2020 13:39:45"
"True","846e7abe-f1ec-41d3-8b68-471f6ec88937","IPhone","14.7.1","iPhone de Jean-Francois","Workplace","2/14/2022 05:52:42"
"True","19bb9733-986b-47be-8519-9452dfd4daa9","Windows","10.0.17763.0","CAGMAW181041","Workplace","10/13/2021 15:56:20"
"True","b866918c-8334-4ec5-a987-f070f1f07c3c","Windows","10.0.17763.1158","SHIVA","Workplace","2/9/2022 14:00:10"
"True","734f5e2a-dc44-4449-940b-2f6fec792d67","IPhone","14.2","vedescha_IPhone_4/4/2021_7:18 PM","Workplace","10/16/2021 20:58:46"
"True","c95ef53b-656e-447b-b4df-b3833e255537","Windows","10.0.19041.985","PMSCYUL1PLAPXX1","ServerAd","5/25/2021 14:52:16"
"True","183813d3-156f-4465-8832-8de2f91545cb","Windows","10.0.15063.0","PMSCYUL1PLAP035","Workplace","9/18/2018 19:36:03"
"True","ff32611d-de66-4331-a04b-8a0c02caf666","IPad","13.2","Chris Pihl","Workplace","1/27/2020 16:13:19"
